Purchase Transaction ID,Purchase_DATEID,Ship Mode,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Type
11625,5/25/2022,Standard Class,West,Office Supplies,Binders,9.762,2,0.7,-6.8334,Standard Class - Corporate
11626,3/15/2022,First Class,West,Furniture,Chairs,196.784,2,0.2,-22.1382,First Class - Corporate
11627,3/16/2022,Second Class,East,Office Supplies,Envelopes,47.98,2,0,23.99,Second Class - Corporate
11628,6/18/2022,Second Class,East,Office Supplies,Labels,13.05,5,0,6.003,Second Class - Corporate
11629,10/18/2022,Standard Class,Central,Technology,Accessories,63.96,4,0,19.8276,Standard Class - Consumer
11630,11/21/2022,Standard Class,South,Office Supplies,Appliances,80.48,1,0,24.144,Standard Class - Consumer
11631,7/9/2022,Standard Class,East,Office Supplies,Binders,11.673,3,0.7,-7.782,Standard Class - Consumer
11632,3/30/2022,Standard Class,Central,Furniture,Tables,863.128,8,0.3,-160.2952,Standard Class - Consumer
11633,6/23/2022,Standard Class,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,Standard Class - Consumer
11634,4/6/2022,Standard Class,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,Standard Class - Consumer
11635,1/18/2022,Standard Class,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408,Standard Class - Consumer
11636,11/15/2022,Standard Class,Central,Technology,Accessories,171.96,5,0.2,45.1395,Standard Class - Consumer
11637,8/15/2022,Second Class,West,Furniture,Tables,871.4,4,0,148.138,Second Class - Consumer
11638,10/28/2022,Standard Class,South,Furniture,Furnishings,692.472,11,0.2,190.4298,Standard Class - Corporate
11639,7/13/2022,Second Class,East,Furniture,Furnishings,207.76,4,0,85.1816,Second Class - Corporate
11640,10/24/2022,Same Day,West,Technology,Phones,71.928,9,0.2,6.2937,Same Day - Consumer
11641,6/20/2022,Same Day,West,Office Supplies,Art,25.99,1,0,7.5371,Same Day - Consumer
11642,10/20/2022,Standard Class,West,Office Supplies,Binders,3.592,1,0.2,1.1225,Standard Class - Corporate
11643,10/22/2022,Standard Class,Central,Office Supplies,Appliances,48.632,2,0.8,-121.58,Standard Class - Corporate
11644,12/27/2022,Standard Class,West,Office Supplies,Storage,323.1,2,0,61.389,Standard Class - Home Office
11645,4/5/2022,Standard Class,East,Technology,Machines,9099.93,7,0,2365.9818,Standard Class - Corporate
11646,4/11/2022,Standard Class,East,Furniture,Furnishings,9.96,2,0,3.2868,Standard Class - Corporate
11647,8/1/2022,Standard Class,East,Office Supplies,Binders,25.3,5,0,11.891,Standard Class - Corporate
11648,2/22/2022,Standard Class,East,Office Supplies,Paper,11.36,2,0,5.2256,Standard Class - Home Office
11649,12/20/2022,Standard Class,East,Furniture,Chairs,69.264,2,0.1,14.6224,Standard Class - Home Office
11650,1/15/2022,First Class,Central,Office Supplies,Labels,3.69,1,0,1.7343,First Class - Consumer
11651,11/4/2022,First Class,Central,Office Supplies,Binders,1103.97,3,0,496.7865,First Class - Consumer
11652,4/10/2022,Second Class,Central,Furniture,Bookcases,246.1328,2,0.32,-76.0116,Second Class - Corporate
11653,10/7/2022,Second Class,Central,Office Supplies,Labels,11.696,2,0.2,3.9474,Second Class - Corporate
11654,4/15/2022,Second Class,Central,Technology,Copiers,439.992,1,0.2,164.997,Second Class - Corporate
11655,4/23/2022,Standard Class,South,Office Supplies,Storage,64.784,1,0.2,-12.9568,Standard Class - Home Office
11656,3/18/2022,Standard Class,Central,Office Supplies,Binders,33.28,5,0.8,-49.92,Standard Class - Corporate
11657,5/26/2022,Standard Class,Central,Office Supplies,Paper,14.088,3,0.2,4.9308,Standard Class - Corporate
11658,10/2/2022,Second Class,West,Office Supplies,Art,11.16,2,0,2.79,Second Class - Home Office
11659,9/17/2022,Second Class,West,Furniture,Tables,896.328,9,0.2,22.4082,Second Class - Home Office
11660,7/7/2022,Second Class,West,Office Supplies,Appliances,189,1,0,68.04,Second Class - Home Office
11661,1/25/2022,Standard Class,East,Technology,Phones,53.982,3,0.4,-10.7964,Standard Class - Consumer
11662,5/4/2022,Standard Class,West,Furniture,Tables,177.225,5,0.5,-120.513,Standard Class - Corporate
11663,10/15/2022,Standard Class,West,Furniture,Furnishings,129.39,3,0,54.3438,Standard Class - Consumer
11664,3/7/2022,Standard Class,West,Office Supplies,Storage,54.32,4,0,0.5432,Standard Class - Corporate
11665,9/18/2022,Second Class,South,Technology,Phones,4367.896,13,0.2,327.5922,Second Class - Consumer
11666,3/7/2022,Second Class,South,Office Supplies,Paper,49.568,2,0.2,15.49,Second Class - Consumer
11667,11/19/2022,Second Class,South,Office Supplies,Appliances,161.376,6,0.2,12.1032,Second Class - Consumer
11668,7/24/2022,Second Class,South,Furniture,Furnishings,2.784,2,0.2,0.4176,Second Class - Consumer
11669,2/9/2022,Second Class,South,Office Supplies,Paper,8.72,5,0.2,2.943,Second Class - Consumer
11670,6/12/2022,Second Class,East,Office Supplies,Art,3.912,1,0.2,1.0269,Second Class - Home Office
11671,11/23/2022,Same Day,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194,Same Day - Consumer
11672,9/20/2022,Second Class,West,Furniture,Furnishings,63.92,4,0,3.196,Second Class - Consumer
11673,4/26/2022,Second Class,West,Technology,Phones,383.96,5,0.2,38.396,Second Class - Consumer
11674,1/18/2022,Same Day,West,Office Supplies,Binders,7.752,3,0.2,2.8101,Same Day - Corporate
11675,2/26/2022,Same Day,West,Office Supplies,Binders,33.568,2,0.2,11.7488,Same Day - Corporate
11676,5/8/2022,Standard Class,West,Technology,Phones,666.344,7,0.2,66.6344,Standard Class - Consumer
11677,11/24/2022,Standard Class,West,Furniture,Tables,573.728,4,0.2,-64.5444,Standard Class - Consumer
11678,4/21/2022,Standard Class,West,Office Supplies,Binders,21.936,3,0.2,8.226,Standard Class - Consumer
11679,2/6/2022,Standard Class,West,Office Supplies,Paper,19.44,3,0,9.3312,Standard Class - Consumer
11680,10/10/2022,Standard Class,West,Technology,Machines,447.968,4,0.2,139.99,Standard Class - Consumer
11681,10/31/2022,Standard Class,East,Office Supplies,Appliances,16.78,2,0,4.195,Standard Class - Corporate
11682,4/3/2022,Standard Class,West,Office Supplies,Art,20.96,2,0,5.24,Standard Class - Consumer
11683,6/22/2022,Standard Class,West,Office Supplies,Binders,88.752,3,0.2,27.735,Standard Class - Consumer
11684,11/3/2022,Standard Class,West,Office Supplies,Storage,304.23,3,0,9.1269,Standard Class - Consumer
11685,12/8/2022,Standard Class,West,Office Supplies,Envelopes,167.86,2,0,78.8942,Standard Class - Consumer
11686,1/1/2022,Standard Class,South,Furniture,Furnishings,82.38,6,0,25.5378,Standard Class - Consumer
11687,1/28/2022,Second Class,West,Technology,Phones,23.976,3,0.2,-5.6943,Second Class - Consumer
11688,7/26/2022,Second Class,West,Office Supplies,Storage,33.29,1,0,7.9896,Second Class - Consumer
11689,9/3/2022,Standard Class,East,Office Supplies,Binders,14.952,2,0.7,-11.9616,Standard Class - Consumer
11690,4/15/2022,Standard Class,East,Technology,Phones,323.982,3,0.4,-80.9955,Standard Class - Consumer
11691,9/8/2022,Standard Class,East,Office Supplies,Binders,2.286,2,0.7,-1.6764,Standard Class - Consumer
11692,2/9/2022,Standard Class,East,Office Supplies,Art,14.352,3,0.2,0.897,Standard Class - Consumer
11693,5/21/2022,Standard Class,East,Technology,Accessories,71.976,3,0.2,0.8997,Standard Class - Consumer
11694,12/6/2022,First Class,East,Office Supplies,Art,9.21,3,0,2.3025,First Class - Corporate
11695,7/22/2022,First Class,East,Office Supplies,Paper,18,5,0,8.28,First Class - Corporate
11696,12/5/2022,Standard Class,East,Office Supplies,Paper,42.93,9,0,19.3185,Standard Class - Consumer
11697,9/29/2022,Standard Class,South,Office Supplies,Paper,15.552,3,0.2,5.4432,Standard Class - Consumer
11698,8/31/2022,Standard Class,South,Office Supplies,Appliances,17.92,5,0.2,1.12,Standard Class - Consumer
11699,1/18/2022,Standard Class,West,Technology,Accessories,19.99,1,0,6.7966,Standard Class - Consumer
11700,1/12/2022,Standard Class,West,Office Supplies,Binders,22.92,5,0.2,8.022,Standard Class - Consumer
11701,3/3/2022,Standard Class,South,Technology,Accessories,50.88,6,0.2,14.628,Standard Class - Consumer
11702,3/29/2022,Standard Class,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178,Standard Class - Consumer
11703,9/30/2022,Standard Class,West,Office Supplies,Envelopes,7.92,1,0.2,2.772,Standard Class - Consumer
11704,10/13/2022,Standard Class,West,Furniture,Furnishings,14.368,2,0.2,3.9512,Standard Class - Consumer
11705,6/18/2022,Standard Class,West,Technology,Accessories,107.97,3,0,22.6737,Standard Class - Home Office
11706,10/21/2022,Standard Class,West,Office Supplies,Paper,113.82,3,0,53.4954,Standard Class - Home Office
11707,12/24/2022,Standard Class,South,Office Supplies,Paper,5.184,1,0.2,1.8144,Standard Class - Consumer
11708,9/10/2022,Same Day,Central,Office Supplies,Art,16.28,2,0,6.512,Same Day - Consumer
11709,9/27/2022,Standard Class,South,Office Supplies,Storage,544.38,3,0,157.8702,Standard Class - Consumer
11710,1/6/2022,First Class,West,Office Supplies,Binders,19.824,6,0.2,6.6906,First Class - Consumer
11711,10/4/2022,First Class,West,Technology,Phones,657.504,6,0.2,-131.5008,First Class - Consumer
11712,8/6/2022,First Class,West,Technology,Accessories,99.54,2,0,10.9494,First Class - Consumer
11713,11/13/2022,First Class,West,Technology,Accessories,199.96,4,0,85.9828,First Class - Consumer
11714,5/3/2022,Standard Class,East,Furniture,Chairs,631.782,2,0.1,140.396,Standard Class - Consumer
11715,1/3/2022,Standard Class,East,Furniture,Furnishings,60.72,3,0,26.1096,Standard Class - Consumer
11716,1/4/2022,Second Class,West,Office Supplies,Binders,20.724,2,0.7,-15.1976,Second Class - Consumer
11717,7/29/2022,Second Class,West,Office Supplies,Storage,415.872,8,0.2,-41.5872,Second Class - Consumer
11718,5/25/2022,Standard Class,East,Office Supplies,Storage,16.768,2,0.2,1.4672,Standard Class - Consumer
11719,1/12/2022,Standard Class,East,Technology,Accessories,27.12,2,0.2,-4.746,Standard Class - Consumer
11720,8/21/2022,Second Class,West,Technology,Phones,95.84,4,0.2,34.742,Second Class - Consumer
11721,3/27/2022,Second Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Second Class - Consumer
11722,12/15/2022,Second Class,South,Office Supplies,Binders,19.008,8,0.7,-12.672,Second Class - Corporate
11723,1/8/2022,Second Class,South,Office Supplies,Binders,1598.058,7,0.7,-1065.372,Second Class - Consumer
11724,12/11/2022,Second Class,South,Office Supplies,Art,36.96,4,0.2,12.012,Second Class - Consumer
11725,12/1/2022,Same Day,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,Same Day - Consumer
11726,1/2/2022,Same Day,Central,Furniture,Furnishings,77.72,1,0.6,-66.062,Same Day - Consumer
11727,4/14/2022,Same Day,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,Same Day - Consumer
11728,2/5/2022,First Class,East,Office Supplies,Paper,111.96,2,0,54.8604,First Class - Corporate
11729,6/7/2022,Second Class,South,Technology,Phones,29.16,3,0,8.4564,Second Class - Consumer
11730,10/22/2022,Second Class,Central,Office Supplies,Art,131.94,3,0,35.6238,Second Class - Consumer
11731,2/19/2022,Second Class,Central,Office Supplies,Art,25.92,4,0,8.2944,Second Class - Consumer
11732,6/29/2022,Second Class,Central,Office Supplies,Storage,704.76,4,0,162.0948,Second Class - Consumer
11733,12/11/2022,Second Class,Central,Office Supplies,Fasteners,7.41,3,0,3.4827,Second Class - Consumer
11734,3/15/2022,Second Class,Central,Office Supplies,Art,21.5,10,0,7.095,Second Class - Consumer
11735,10/10/2022,Second Class,Central,Office Supplies,Fasteners,10.528,4,0.2,3.29,Second Class - Consumer
11736,7/13/2022,Second Class,Central,Office Supplies,Paper,20.544,6,0.2,6.42,Second Class - Consumer
11737,1/11/2022,Standard Class,Central,Office Supplies,Binders,104.9,5,0,50.352,Standard Class - Home Office
11738,1/25/2022,Standard Class,Central,Office Supplies,Art,39.68,2,0,16.2688,Standard Class - Home Office
11739,1/27/2022,Standard Class,Central,Office Supplies,Labels,51.75,5,0,24.84,Standard Class - Home Office
11740,4/29/2022,Second Class,Central,Office Supplies,Art,11.68,2,0,5.4896,Second Class - Consumer
11741,7/8/2022,Second Class,Central,Technology,Accessories,159.75,5,0,11.1825,Second Class - Consumer
11742,7/18/2022,Standard Class,East,Office Supplies,Appliances,103.968,6,0.2,16.8948,Standard Class - Corporate
11743,8/19/2022,Standard Class,West,Furniture,Furnishings,303.25,5,0,63.6825,Standard Class - Home Office
11744,1/21/2022,Standard Class,West,Office Supplies,Appliances,270.72,3,0,78.5088,Standard Class - Home Office
11745,8/23/2022,Standard Class,West,Furniture,Chairs,1487.04,5,0.2,148.704,Standard Class - Home Office
11746,11/17/2022,Second Class,South,Office Supplies,Envelopes,17.48,2,0,8.2156,Second Class - Home Office
11747,11/19/2022,Second Class,South,Office Supplies,Envelopes,71.88,2,0,32.346,Second Class - Home Office
11748,11/21/2022,Standard Class,West,Office Supplies,Art,60.45,3,0,16.3215,Standard Class - Consumer
11749,7/27/2022,Standard Class,West,Furniture,Tables,253.176,3,0.2,-31.647,Standard Class - Consumer
11750,7/27/2022,Standard Class,Central,Office Supplies,Binders,2.88,5,0.8,-4.464,Standard Class - Consumer
11751,12/5/2022,Standard Class,Central,Furniture,Bookcases,384.944,4,0.3,-126.4816,Standard Class - Consumer
11752,7/30/2022,Standard Class,Central,Technology,Phones,153.584,2,0.2,13.4386,Standard Class - Consumer
11753,1/5/2022,Standard Class,Central,Furniture,Bookcases,913.43,5,0.3,-52.196,Standard Class - Consumer
11754,9/14/2022,Standard Class,West,Office Supplies,Appliances,43.92,4,0,11.8584,Standard Class - Corporate
11755,11/14/2022,Standard Class,West,Office Supplies,Binders,25.032,3,0.2,7.8225,Standard Class - Corporate
11756,8/20/2022,First Class,East,Office Supplies,Paper,46.76,7,0,22.4448,First Class - Consumer
11757,2/24/2022,First Class,East,Furniture,Bookcases,183.968,2,0.2,-25.2956,First Class - Consumer
11758,6/28/2022,First Class,East,Technology,Phones,1259.97,3,0,327.5922,First Class - Consumer
11759,10/10/2022,First Class,East,Office Supplies,Art,68.97,3,0,19.3116,First Class - Consumer
11760,10/31/2022,Standard Class,Central,Office Supplies,Art,70.368,2,0.2,6.1572,Standard Class - Corporate
11761,7/23/2022,Standard Class,Central,Technology,Phones,59.96,5,0.2,21.7355,Standard Class - Corporate
11762,10/17/2022,Same Day,East,Office Supplies,Storage,25.984,1,0.2,-5.1968,Same Day - Consumer
11763,7/19/2022,Same Day,East,Office Supplies,Binders,27.36,3,0.7,-21.888,Same Day - Consumer
11764,11/1/2022,Standard Class,West,Technology,Phones,361.376,2,0.2,27.1032,Standard Class - Corporate
11765,8/18/2022,Standard Class,East,Furniture,Chairs,172.186,2,0.3,-46.7362,Standard Class - Consumer
11766,6/21/2022,Standard Class,East,Furniture,Furnishings,69.008,2,0.2,12.0764,Standard Class - Consumer
11767,10/18/2022,Same Day,East,Office Supplies,Envelopes,199.9,5,0,89.955,Same Day - Consumer
11768,11/14/2022,Same Day,East,Office Supplies,Appliances,901.95,3,0,297.6435,Same Day - Consumer
11769,1/3/2022,Same Day,East,Furniture,Furnishings,971.5,5,0,252.59,Same Day - Consumer
11770,12/9/2022,First Class,West,Office Supplies,Art,11.328,2,0.2,2.5488,First Class - Consumer
11771,7/20/2022,First Class,East,Office Supplies,Art,21.24,3,0,8.0712,First Class - Consumer
11772,9/26/2022,Standard Class,East,Technology,Accessories,34.8,3,0.2,2.175,Standard Class - Consumer
11773,10/24/2022,Standard Class,East,Office Supplies,Storage,38.976,3,0.2,-2.436,Standard Class - Consumer
11774,8/26/2022,Standard Class,Central,Office Supplies,Paper,9.08,2,0,4.086,Standard Class - Corporate
11775,8/13/2022,Standard Class,Central,Office Supplies,Paper,314.55,3,0,150.984,Standard Class - Corporate
11776,5/25/2022,Standard Class,Central,Office Supplies,Binders,4.91,1,0,2.3077,Standard Class - Corporate
11777,11/9/2022,Standard Class,West,Office Supplies,Labels,5.78,2,0,2.7166,Standard Class - Home Office
11778,5/22/2022,Standard Class,West,Office Supplies,Art,107.94,6,0,30.2232,Standard Class - Home Office
11779,10/29/2022,First Class,East,Office Supplies,Paper,19.65,3,0,9.039,First Class - Consumer
11780,11/6/2022,First Class,East,Technology,Phones,617.97,3,0,160.6722,First Class - Consumer
11781,4/12/2022,First Class,East,Office Supplies,Appliances,59.7,3,0,26.865,First Class - Consumer
11782,9/4/2022,Standard Class,East,Office Supplies,Binders,387.99,1,0,182.3553,Standard Class - Corporate
11783,7/14/2022,Standard Class,West,Technology,Phones,575.92,2,0.2,71.99,Standard Class - Consumer
11784,12/13/2022,Standard Class,West,Office Supplies,Fasteners,30.4,5,0,15.2,Standard Class - Consumer
11785,3/19/2022,Second Class,Central,Office Supplies,Binders,478.24,8,0,219.9904,Second Class - Consumer
11786,9/5/2022,Standard Class,East,Furniture,Furnishings,190.848,3,0.2,-21.4704,Standard Class - Consumer
11787,12/21/2022,Standard Class,East,Office Supplies,Binders,5.484,4,0.7,-4.0216,Standard Class - Consumer
11788,6/15/2022,Second Class,Central,Office Supplies,Supplies,40.92,5,0.2,3.069,Second Class - Consumer
11789,6/30/2022,Standard Class,South,Office Supplies,Art,15.552,3,0.2,2.3328,Standard Class - Consumer
11790,5/2/2022,First Class,South,Office Supplies,Appliances,17.24,2,0,4.4824,First Class - Corporate
11791,10/30/2022,First Class,South,Furniture,Bookcases,302.94,3,0,75.735,First Class - Corporate
11792,5/28/2022,First Class,South,Technology,Phones,34.75,5,0,15.6375,First Class - Corporate
11793,7/27/2022,First Class,South,Office Supplies,Binders,113.94,6,0,54.6912,First Class - Corporate
11794,12/12/2022,First Class,South,Technology,Phones,55.98,2,0,15.6744,First Class - Corporate
11795,5/30/2022,Standard Class,West,Office Supplies,Paper,27.18,3,0,12.231,Standard Class - Corporate
11796,8/27/2022,Standard Class,Central,Furniture,Chairs,1805.88,6,0,523.7052,Standard Class - Consumer
11797,3/23/2022,Same Day,East,Office Supplies,Art,70.95,3,0,18.447,Same Day - Consumer
11798,11/5/2022,Second Class,South,Office Supplies,Fasteners,20,4,0,9.6,Second Class - Consumer
11799,5/25/2022,Second Class,South,Office Supplies,Art,7.98,3,0,2.0748,Second Class - Consumer
11800,12/13/2022,Second Class,South,Furniture,Furnishings,24.1,5,0,9.158,Second Class - Consumer
11801,9/21/2022,Second Class,South,Office Supplies,Art,8.75,1,0,2.625,Second Class - Consumer
11802,10/3/2022,Second Class,South,Furniture,Tables,842.94,3,0,160.1586,Second Class - Consumer
11803,7/24/2022,Standard Class,Central,Office Supplies,Binders,2.182,1,0.8,-3.6003,Standard Class - Consumer
11804,5/28/2022,Standard Class,Central,Office Supplies,Art,27.384,7,0.2,2.7384,Standard Class - Consumer
11805,4/17/2022,Standard Class,Central,Office Supplies,Appliances,26.406,3,0.8,-71.2962,Standard Class - Consumer
11806,12/5/2022,Standard Class,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,Standard Class - Consumer
11807,2/8/2022,Standard Class,Central,Office Supplies,Paper,23.68,4,0.2,7.4,Standard Class - Consumer
11808,10/12/2022,Standard Class,Central,Technology,Accessories,109.95,1,0,36.2835,Standard Class - Consumer
11809,2/8/2022,Standard Class,Central,Office Supplies,Storage,965.85,5,0,135.219,Standard Class - Consumer
11810,8/29/2022,Standard Class,Central,Office Supplies,Art,29.2,5,0,10.512,Standard Class - Consumer
11811,9/9/2022,Standard Class,Central,Office Supplies,Paper,32.4,5,0,15.552,Standard Class - Consumer
11812,9/25/2022,Standard Class,Central,Office Supplies,Envelopes,78.35,5,0,36.8245,Standard Class - Home Office
11813,2/23/2022,Standard Class,Central,Office Supplies,Paper,31.68,6,0,14.256,Standard Class - Home Office
11814,6/7/2022,Standard Class,Central,Office Supplies,Binders,29.12,4,0,14.2688,Standard Class - Home Office
11815,8/13/2022,Standard Class,Central,Office Supplies,Storage,169.45,5,0,42.3625,Standard Class - Home Office
11816,5/12/2022,Standard Class,West,Furniture,Furnishings,12.56,2,0,4.0192,Standard Class - Consumer
11817,3/19/2022,Standard Class,West,Office Supplies,Paper,6.48,1,0,3.1104,Standard Class - Consumer
11818,6/19/2022,Standard Class,West,Office Supplies,Envelopes,186.69,3,0,87.7443,Standard Class - Consumer
11819,3/16/2022,First Class,West,Furniture,Furnishings,25.4,5,0,8.636,First Class - Consumer
11820,12/17/2022,First Class,West,Office Supplies,Envelopes,43.96,2,0,20.6612,First Class - Consumer
11821,7/23/2022,First Class,West,Furniture,Bookcases,1279.165,5,0.15,225.735,First Class - Consumer
11822,1/22/2022,First Class,West,Office Supplies,Storage,27.92,4,0,0.5584,First Class - Consumer
11823,3/24/2022,Standard Class,West,Furniture,Chairs,129.568,2,0.2,-12.9568,Standard Class - Home Office
11824,11/1/2022,Standard Class,West,Office Supplies,Binders,6.368,2,0.2,2.1492,Standard Class - Home Office
11825,5/24/2022,Standard Class,West,Office Supplies,Paper,244.55,5,0,114.9385,Standard Class - Consumer
11826,7/27/2022,Standard Class,West,Office Supplies,Supplies,1332.496,2,0.2,-299.8116,Standard Class - Consumer
11827,8/9/2022,First Class,West,Furniture,Furnishings,32.776,1,0.2,3.2776,First Class - Home Office
11828,3/12/2022,First Class,West,Office Supplies,Storage,147.184,2,0.2,-29.4368,First Class - Home Office
11829,1/19/2022,First Class,West,Technology,Accessories,54.384,2,0.2,1.3596,First Class - Home Office
11830,4/11/2022,First Class,West,Office Supplies,Binders,76.776,4,0.7,-58.8616,First Class - Home Office
11831,12/19/2022,First Class,West,Office Supplies,Paper,14.352,3,0.2,5.2026,First Class - Home Office
11832,12/30/2022,First Class,West,Office Supplies,Appliances,209.792,2,0.2,26.224,First Class - Home Office
11833,5/27/2022,Standard Class,West,Office Supplies,Binders,3.304,1,0.2,1.1151,Standard Class - Corporate
11834,4/20/2022,Standard Class,East,Office Supplies,Art,16.38,9,0,7.371,Standard Class - Consumer
11835,8/23/2022,Standard Class,East,Office Supplies,Envelopes,167.96,2,0,78.9412,Standard Class - Consumer
11836,11/14/2022,Standard Class,East,Furniture,Bookcases,321.568,2,0.2,-16.0784,Standard Class - Consumer
11837,6/8/2022,Standard Class,East,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Consumer
11838,11/5/2022,Standard Class,East,Furniture,Chairs,128.058,3,0.3,-23.7822,Standard Class - Corporate
11839,5/24/2022,Same Day,East,Furniture,Chairs,63.686,1,0.3,-15.4666,Same Day - Home Office
11840,12/27/2022,Same Day,East,Technology,Accessories,239.976,3,0.2,65.9934,Same Day - Home Office
11841,6/5/2022,Same Day,East,Furniture,Tables,344.22,2,0.4,-189.321,Same Day - Home Office
11842,9/18/2022,Same Day,East,Office Supplies,Paper,15.552,3,0.2,5.4432,Same Day - Home Office
11843,9/7/2022,Same Day,East,Furniture,Furnishings,21.248,4,0.2,7.4368,Same Day - Home Office
11844,12/15/2022,Same Day,East,Office Supplies,Paper,8.448,2,0.2,2.64,Same Day - Home Office
11845,3/18/2022,Same Day,Central,Office Supplies,Storage,333.09,3,0,23.3163,Same Day - Consumer
11846,1/10/2022,Same Day,Central,Furniture,Tables,248.98,2,0,54.7756,Same Day - Consumer
11847,10/10/2022,Standard Class,East,Office Supplies,Paper,24.9,5,0,11.703,Standard Class - Consumer
11848,2/15/2022,Standard Class,West,Office Supplies,Fasteners,15.26,7,0,5.0358,Standard Class - Consumer
11849,5/3/2022,Standard Class,West,Office Supplies,Appliances,43.32,2,0,14.2956,Standard Class - Consumer
11850,9/5/2022,Standard Class,West,Office Supplies,Binders,43.584,12,0.2,15.7992,Standard Class - Consumer
11851,5/16/2022,Standard Class,West,Office Supplies,Paper,116.28,3,0,56.9772,Standard Class - Consumer
11852,8/15/2022,Standard Class,West,Office Supplies,Binders,9.296,2,0.2,3.0212,Standard Class - Consumer
11853,4/17/2022,Standard Class,West,Office Supplies,Paper,19.44,3,0,9.3312,Standard Class - Consumer
11854,8/25/2022,Standard Class,West,Office Supplies,Paper,314.55,3,0,150.984,Standard Class - Consumer
11855,1/2/2022,Standard Class,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185,Standard Class - Home Office
11856,8/3/2022,Standard Class,Central,Office Supplies,Supplies,69.12,9,0.2,-14.688,Standard Class - Home Office
11857,10/24/2022,Standard Class,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225,Standard Class - Home Office
11858,12/9/2022,Standard Class,West,Furniture,Tables,418.296,3,0.2,5.2287,Standard Class - Consumer
11859,4/25/2022,Second Class,East,Technology,Copiers,659.988,2,0.4,109.998,Second Class - Consumer
11860,10/8/2022,Second Class,East,Furniture,Furnishings,8.128,2,0.2,1.4224,Second Class - Consumer
11861,10/11/2022,Second Class,East,Office Supplies,Paper,36.288,7,0.2,12.7008,Second Class - Consumer
11862,8/3/2022,Second Class,East,Furniture,Chairs,909.72,6,0.3,-51.984,Second Class - Consumer
11863,5/20/2022,Standard Class,West,Furniture,Bookcases,917.9235,9,0.15,75.5937,Standard Class - Consumer
11864,4/21/2022,Standard Class,West,Office Supplies,Paper,38.88,6,0,19.0512,Standard Class - Consumer
11865,5/26/2022,Standard Class,East,Office Supplies,Binders,631.176,4,0.7,-462.8624,Standard Class - Consumer
11866,3/15/2022,Standard Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Corporate
11867,3/17/2022,Standard Class,West,Office Supplies,Paper,12.96,2,0,6.2208,Standard Class - Corporate
11868,5/2/2022,Standard Class,West,Office Supplies,Binders,23.2,5,0.2,8.12,Standard Class - Corporate
11869,8/26/2022,Standard Class,Central,Office Supplies,Paper,25.92,5,0.2,9.072,Standard Class - Corporate
11870,5/21/2022,Standard Class,Central,Office Supplies,Fasteners,21.312,6,0.2,7.1928,Standard Class - Corporate
11871,1/22/2022,Standard Class,West,Technology,Phones,173.656,7,0.2,17.3656,Standard Class - Home Office
11872,5/19/2022,Standard Class,West,Office Supplies,Appliances,361.96,2,0,101.3488,Standard Class - Home Office
11873,3/23/2022,Standard Class,West,Technology,Accessories,62.85,3,0,13.1985,Standard Class - Home Office
11874,11/19/2022,Standard Class,West,Technology,Phones,818.376,3,0.2,51.1485,Standard Class - Home Office
11875,6/28/2022,Standard Class,West,Office Supplies,Storage,20.34,1,0,0.2034,Standard Class - Home Office
11876,3/18/2022,Standard Class,West,Furniture,Furnishings,23.99,1,0,5.5177,Standard Class - Home Office
11877,9/23/2022,Standard Class,West,Furniture,Tables,171.288,3,0.2,-6.4233,Standard Class - Consumer
11878,10/12/2022,Standard Class,Central,Furniture,Furnishings,37.3,2,0,17.158,Standard Class - Corporate
11879,7/17/2022,Standard Class,Central,Office Supplies,Binders,81.96,2,0,39.3408,Standard Class - Corporate
11880,7/22/2022,First Class,West,Office Supplies,Binders,54.792,6,0.7,-40.1808,First Class - Consumer
11881,3/6/2022,First Class,Central,Office Supplies,Storage,10.784,1,0.2,0.8088,First Class - Consumer
11882,1/6/2022,Second Class,South,Furniture,Chairs,290.98,1,0,75.6548,Second Class - Consumer
11883,11/8/2022,Standard Class,Central,Office Supplies,Art,36.44,4,0,12.0252,Standard Class - Home Office
11884,7/21/2022,Standard Class,West,Office Supplies,Paper,21.4,5,0,10.058,Standard Class - Consumer
11885,12/23/2022,Standard Class,West,Office Supplies,Binders,48.664,7,0.2,15.8158,Standard Class - Consumer
11886,7/14/2022,Standard Class,West,Office Supplies,Art,16.56,4,0,6.9552,Standard Class - Consumer
11887,9/3/2022,Standard Class,South,Office Supplies,Storage,1347.52,8,0.2,84.22,Standard Class - Corporate
11888,2/13/2022,Standard Class,Central,Technology,Accessories,62.31,3,0,22.4316,Standard Class - Corporate
